Jahr;Schulgemeinde;country_g;per_g;SG;rank
2007;Schwamendingen;Portugal;0.06012861736334405;Schwamendingen;378
2007;Schwamendingen;Schweiz;0.5578778135048231;Schwamendingen;109
2007;Schwamendingen;Serbien;0.10739549839228296;Schwamendingen;271
2007;Schwamendingen;Türkei;0.03215434083601286;Schwamendingen;569
2007;Uto;Andere;0.14115356534436602;Uto;202
2007;Uto;Deutschland;0.021659771233876857;Uto;803
2007;Uto;Italien;0.03090776344609394;Uto;590
2007;Uto;Portugal;0.029934290581650036;Uto;611
2007;Uto;Schweiz;0.6979800438062789;Uto;54
2007;Uto;Serbien;0.05281090289608177;Uto;416
2007;Uto;Sri Lanka;0.02555366269165247;Uto;704
2007;Waidberg;Andere;0.1176911544227886;Waidberg;252
2007;Waidberg;Deutschland;0.0384807596201899;Waidberg;502
2007;Waidberg;Italien;0.02623688155922039;Waidberg;686
2007;Waidberg;Portugal;0.023738130934532732;Waidberg;741
2007;Waidberg;Schweiz;0.7583708145927036;Waidberg;39
2007;Waidberg;Serbien;0.03548225887056472;Waidberg;534
2007;Zürichberg;Andere;0.10964285714285714;Zürichberg;266
2007;Zürichberg;Deutschland;0.048214285714285716;Zürichberg;431
2007;Zürichberg;Portugal;0.023571428571428573;Zürichberg;743
2007;Zürichberg;Schweiz;0.8185714285714286;Zürichberg;10
2008;Glattal;Andere;0.1618153963998468;Glattal;183
2008;Glattal;Deutschland;0.024511681348142474;Glattal;721
2008;Glattal;Italien;0.035810034469551895;Glattal;530
2008;Glattal;Portugal;0.03983148219073152;Glattal;488
2008;Glattal;Schweiz;0.6353887399463807;Glattal;89
2008;Glattal;Serbien;0.07889697433933358;Glattal;323
2008;Glattal;Türkei;0.023745691306013023;Glattal;740
2008;Letzi;Andere;0.13846153846153847;Letzi;208
2008;Letzi;Italien;0.040422322775263954;Letzi;483
2008;Letzi;Nordmazedonien;0.023831070889894418;Letzi;735
2008;Letzi;Portugal;0.07239819004524888;Letzi;332
2008;Letzi;Schweiz;0.604524886877828;Letzi;98
2008;Letzi;Serbien;0.0684766214177979;Letzi;344
2008;Letzi;Spanien;0.0220211161387632;Letzi;786
2008;Letzi;Türkei;0.02986425339366516;Letzi;612
2008;Limmattal;Andere;0.14093508240834174;Limmattal;203
2008;Limmattal;Italien;0.03195425496131853;Limmattal;572
2008;Limmattal;Nordmazedonien;0.03666330306088127;Limmattal;523
2008;Limmattal;Portugal;0.09989909182643794;Limmattal;284
2008;Limmattal;Schweiz;0.4927682475613858;Limmattal;125
2008;Limmattal;Serbien;0.08678102926337034;Limmattal;308
2008;Limmattal;Spanien;0.022199798183652877;Limmattal;776
2008;Limmattal;Sri Lanka;0.0548267743020518;Limmattal;404
2008;Limmattal;Türkei;0.0339724184325597;Limmattal;552
2008;Schwamendingen;Andere;0.19405815423514539;Schwamendingen;150
2008;Schwamendingen;Italien;0.04898862199747155;Schwamendingen;428
2008;Schwamendingen;Portugal;0.06289506953223767;Schwamendingen;362
2008;Schwamendingen;Schweiz;0.5644753476611883;Schwamendingen;106
2008;Schwamendingen;Serbien;0.0979772439949431;Schwamendingen;294
2008;Schwamendingen;Türkei;0.0316055625790139;Schwamendingen;579
2008;Uto;Andere;0.14299706170421156;Uto;198
2008;Uto;Deutschland;0.021302644466209598;Uto;817
2008;Uto;Italien;0.02791380999020568;Uto;646
2008;Uto;Portugal;0.03060724779627816;Uto;599
2008;Uto;Schweiz;0.7095984329089128;Uto;50
2008;Uto;Serbien;0.0455435847208619;Uto;446
2008;Uto;Sri Lanka;0.022037218413320275;Uto;785
2008;Waidberg;Andere;0.12481012658227848;Waidberg;236
2008;Waidberg;Deutschland;0.040253164556962026;Waidberg;485
2008;Waidberg;Italien;0.026329113924050632;Waidberg;684
2008;Waidberg;Portugal;0.02379746835443038;Waidberg;737
2008;Waidberg;Schweiz;0.7531645569620253;Waidberg;40
2008;Waidberg;Serbien;0.03164556962025317;Waidberg;577
2008;Zürichberg;Andere;0.10123893805309735;Zürichberg;283
2008;Zürichberg;Deutschland;0.05486725663716814;Zürichberg;402
2008;Zürichberg;Portugal;0.021238938053097345;Zürichberg;823
2008;Zürichberg;Schweiz;0.8226548672566372;Zürichberg;6
2009;Glattal;Andere;0.16470811220621684;Glattal;179
2009;Glattal;Deutschland;0.026724791508718725;Glattal;677
2009;Glattal;Italien;0.03335860500379075;Glattal;558
2009;Glattal;Portugal;0.04056103108415466;Glattal;481
2009;Glattal;Schweiz;0.6506823351023503;Glattal;82
2009;Glattal;Serbien;0.06084154662623199;Glattal;372
2009;Glattal;Türkei;0.02312357846853677;Glattal;749
2009;Letzi;Andere;0.12263868065967017;Letzi;242
2009;Letzi;Deutschland;0.020689655172413793;Letzi;833
2009;Letzi;Italien;0.041979010494752625;Letzi;473
2009;Letzi;Nordmazedonien;0.022788605697151423;Letzi;760
2009;Letzi;Portugal;0.07166416791604198;Letzi;334
2009;Letzi;Schweiz;0.6248875562218891;Letzi;92
2009;Letzi;Serbien;0.045877061469265366;Letzi;442
2009;Letzi;Spanien;0.021289355322338832;Letzi;819
2009;Letzi;Türkei;0.028185907046476763;Letzi;637
2009;Limmattal;Andere;0.16751613999320422;Limmattal;175
2009;Limmattal;Italien;0.03058103975535168;Limmattal;601
2009;Limmattal;Nordmazedonien;0.03160040774719674;Limmattal;580
2009;Limmattal;Portugal;0.09955827387020047;Limmattal;288
2009;Limmattal;Schweiz;0.5191980971797485;Limmattal;123
2009;Limmattal;Serbien;0.06965681277607882;Limmattal;340
2009;Limmattal;Sri Lanka;0.047910295616717634;Limmattal;434
2009;Limmattal;Türkei;0.03397893306150187;Limmattal;551
2009;Schwamendingen;Andere;0.2042473454091193;Schwamendingen;141
2009;Schwamendingen;Italien;0.0452841973766396;Schwamendingen;448
2009;Schwamendingen;Portugal;0.06339787632729545;Schwamendingen;360
2009;Schwamendingen;Schweiz;0.5777638975640225;Schwamendingen;103
2009;Schwamendingen;Serbien;0.07901311680199875;Schwamendingen;321
2009;Schwamendingen;Türkei;0.030293566520924423;Schwamendingen;608
2009;Uto;Andere;0.13385633733758273;Uto;217
2009;Uto;Deutschland;0.026231919588134346;Uto;687
2009;Uto;Italien;0.027212552096101985;Uto;660
2009;Uto;Portugal;0.027702868350085806;Uto;653
2009;Uto;Schweiz;0.7335131159597941;Uto;43
2009;Uto;Serbien;0.03138024025496445;Uto;587
2009;Uto;Sri Lanka;0.0201029664133366;Uto;844
2009;Waidberg;Andere;0.11297595190380762;Waidberg;262
2009;Waidberg;Deutschland;0.045090180360721446;Waidberg;450
2009;Waidberg;Italien;0.02404809619238477;Waidberg;731
2009;Waidberg;Portugal;0.022294589178356715;Waidberg;770
2009;Waidberg;Schweiz;0.7732965931863728;Waidberg;35
2009;Waidberg;Serbien;0.022294589178356715;Waidberg;770
2009;Zürichberg;Andere;0.10289057123193393;Zürichberg;280
2009;Zürichberg;Deutschland;0.06779077770130763;Zürichberg;348
2009;Zürichberg;Schweiz;0.8293186510667584;Zürichberg;2
2010;Glattal;Andere;0.1879939781708694;Glattal;153
2010;Glattal;Deutschland;0.030297327813323296;Glattal;607
2010;Glattal;Italien;0.0314264207753105;Glattal;585
2010;Glattal;Portugal;0.041400075272864136;Glattal;476
2010;Glattal;Schweiz;0.6663530297327813;Glattal;72
2010;Glattal;Serbien;0.04252916823485134;Glattal;468
2010;Letzi;Andere;0.14911000875401226;Letzi;193
2010;Letzi;Italien;0.035307849430989205;Letzi;536
2010;Letzi;Portugal;0.07149110008754012;Letzi;335
2010;Letzi;Schweiz;0.6690983367376714;Letzi;70
2010;Letzi;Serbien;0.031514444120221766;Letzi;581
2010;Letzi;Spanien;0.022176831047563468;Letzi;780
2010;Letzi;Türkei;0.02130142982200175;Letzi;818
2010;Limmattal;Andere;0.1618556701030928;Limmattal;182
2010;Limmattal;Italien;0.026804123711340205;Limmattal;674
2010;Limmattal;Nordmazedonien;0.030584192439862542;Limmattal;600
2010;Limmattal;Portugal;0.09828178694158075;Limmattal;291
2010;Limmattal;Schweiz;0.579725085910653;Limmattal;102
2010;Limmattal;Serbien;0.0415807560137457;Limmattal;475
2010;Limmattal;Sri Lanka;0.03676975945017182;Limmattal;522
2010;Limmattal;Türkei;0.024398625429553265;Limmattal;726
2010;Schwamendingen;Andere;0.1724137931034483;Schwamendingen;171
2010;Schwamendingen;Italien;0.03910098522167488;Schwamendingen;496
2010;Schwamendingen;Kosovo;0.028017241379310345;Schwamendingen;641
2010;Schwamendingen;Portugal;0.06434729064039409;Schwamendingen;355
2010;Schwamendingen;Schweiz;0.6222290640394089;Schwamendingen;93
2010;Schwamendingen;Serbien;0.0480295566502463;Schwamendingen;433
2010;Schwamendingen;Türkei;0.02586206896551724;Schwamendingen;692
2010;Uto;Andere;0.13913690476190477;Uto;207
2010;Uto;Deutschland;0.025793650793650792;Uto;693
2010;Uto;Italien;0.025793650793650792;Uto;693
2010;Uto;Portugal;0.022321428571428572;Uto;769
2010;Uto;Schweiz;0.7663690476190477;Uto;38
2010;Uto;Serbien;0.02058531746031746;Uto;834
2010;Waidberg;Andere;0.1245982694684796;Waidberg;238
2010;Waidberg;Deutschland;0.04647713226205192;Waidberg;439
2010;Waidberg;Italien;0.022991347342398022;Waidberg;755
2010;Waidberg;Portugal;0.021013597033374538;Waidberg;829
2010;Waidberg;Schweiz;0.7849196538936959;Waidberg;26
2010;Zürichberg;Andere;0.10350756533700138;Zürichberg;278
2010;Zürichberg;Deutschland;0.06052269601100413;Zürichberg;375
2010;Zürichberg;Schweiz;0.8359697386519945;Zürichberg;1
2011;Glattal;Andere;0.1956027293404094;Glattal;148
2011;Glattal;Deutschland;0.03335860500379075;Glattal;558
2011;Glattal;Italien;0.029188779378316907;Glattal;623
2011;Glattal;Portugal;0.04056103108415466;Glattal;481
2011;Glattal;Schweiz;0.6639499620924944;Glattal;75
2011;Glattal;Serbien;0.037338893100833964;Glattal;515
2011;Letzi;Andere;0.15517241379310345;Letzi;189
2011;Letzi;Deutschland;0.02085650723025584;Letzi;830
2011;Letzi;Italien;0.03114571746384872;Letzi;589
2011;Letzi;Portugal;0.07063403781979978;Letzi;336
2011;Letzi;Schweiz;0.675194660734149;Letzi;68
2011;Letzi;Serbien;0.025583982202447165;Letzi;701
2011;Letzi;Türkei;0.021412680756395994;Letzi;809
2011;Limmattal;Andere;0.1550569323509712;Limmattal;190
2011;Limmattal;Italien;0.02913596784996651;Limmattal;625
2011;Limmattal;Nordmazedonien;0.02712659075686537;Limmattal;664
2011;Limmattal;Portugal;0.0927662424648359;Limmattal;301
2011;Limmattal;Schweiz;0.616543871399866;Limmattal;95
2011;Limmattal;Serbien;0.027461486939048894;Limmattal;657
2011;Limmattal;Sri Lanka;0.02813127930341594;Limmattal;639
2011;Limmattal;Türkei;0.023777628935030142;Limmattal;738
2011;Schwamendingen;Andere;0.1811344406142275;Schwamendingen;160
2011;Schwamendingen;Italien;0.036979003447195236;Schwamendingen;520
2011;Schwamendingen;Kosovo;0.028517706048260733;Schwamendingen;631
2011;Schwamendingen;Portugal;0.06204951425885302;Schwamendingen;366
2011;Schwamendingen;Schweiz;0.6208085239736759;Schwamendingen;94
2011;Schwamendingen;Serbien;0.043560012535255405;Schwamendingen;460
2011;Schwamendingen;Türkei;0.02695079912253212;Schwamendingen;669
2011;Uto;Andere;0.17363658596233797;Uto;169
2011;Uto;Deutschland;0.02959158718513084;Uto;617
2011;Uto;Italien;0.021765712888236734;Uto;796
2011;Uto;Schweiz;0.7750061139642944;Uto;33
2011;Waidberg;Andere;0.14043754410726889;Waidberg;204
2011;Waidberg;Deutschland;0.04845918607386497;Waidberg;430
2011;Waidberg;Italien;0.021406727828746176;Waidberg;810
2011;Waidberg;Schweiz;0.78969654199012;Waidberg;25
2011;Zürichberg;Andere;0.10938029122925838;Zürichberg;267
2011;Zürichberg;Deutschland;0.0656959024720623;Zürichberg;350
2011;Zürichberg;Schweiz;0.8249238062986793;Zürichberg;5
2012;Glattal;Andere;0.19029233314947602;Glattal;152
2012;Glattal;Deutschland;0.03511674940246369;Glattal;538
2012;Glattal;Italien;0.027946313660599374;Glattal;645
2012;Glattal;Portugal;0.040080897223754366;Glattal;487
2012;Glattal;Schweiz;0.6747563890421033;Glattal;69
2012;Glattal;Serbien;0.031807317521603234;Glattal;574
2012;Letzi;Andere;0.17331163547599673;Letzi;170
2012;Letzi;Deutschland;0.022782750203417412;Letzi;761
2012;Letzi;Italien;0.029292107404393815;Letzi;621
2012;Letzi;Portugal;0.06509357200976404;Letzi;352
2012;Letzi;Schweiz;0.6845673989693518;Letzi;65
2012;Letzi;Serbien;0.024952535937076213;Letzi;714
2012;Limmattal;Andere;0.14731543624161073;Limmattal;195
2012;Limmattal;Italien;0.02919463087248322;Limmattal;622
2012;Limmattal;Nordmazedonien;0.026845637583892617;Limmattal;671
2012;Limmattal;Portugal;0.09060402684563758;Limmattal;305
2012;Limmattal;Schweiz;0.6385906040268456;Limmattal;86
2012;Limmattal;Serbien;0.024496644295302013;Limmattal;723
2012;Limmattal;Sri Lanka;0.021140939597315438;Limmattal;825
2012;Limmattal;Türkei;0.02181208053691275;Limmattal;793
2012;Schwamendingen;Andere;0.17726832418469488;Schwamendingen;163
2012;Schwamendingen;Italien;0.031643525992896354;Schwamendingen;578
2012;Schwamendingen;Kosovo;0.027445915402001936;Schwamendingen;658
2012;Schwamendingen;Portugal;0.06070390700678076;Schwamendingen;374
2012;Schwamendingen;Schweiz;0.6415886341620923;Schwamendingen;85
2012;Schwamendingen;Serbien;0.03745560219567323;Schwamendingen;514
2012;Schwamendingen;Türkei;0.02389409105586051;Schwamendingen;732
2012;Uto;Andere;0.18586640851887706;Uto;154
2012;Uto;Deutschland;0.03315585672797677;Uto;560
2012;Uto;Schweiz;0.7809777347531461;Uto;28
2012;Waidberg;Andere;0.15111213024535658;Waidberg;192
2012;Waidberg;Deutschland;0.05342811281816097;Waidberg;412
2012;Waidberg;Schweiz;0.7954597569364824;Waidberg;22
2012;Zürichberg;Andere;0.10568031704095113;Zürichberg;276
2012;Zürichberg;Deutschland;0.0690224570673712;Zürichberg;342
2012;Zürichberg;Schweiz;0.8252972258916776;Zürichberg;4
2013;Glattal;Andere;0.1924663677130045;Glattal;151
2013;Glattal;Deutschland;0.03766816143497758;Glattal;513
2013;Glattal;Italien;0.027623318385650224;Glattal;655
2013;Glattal;Portugal;0.03820627802690583;Glattal;505
2013;Glattal;Schweiz;0.6774887892376682;Glattal;66
2013;Glattal;Serbien;0.026547085201793722;Glattal;681
2013;Letzi;Andere;0.17547119723918236;Letzi;165
2013;Letzi;Deutschland;0.025749933634191664;Letzi;696
2013;Letzi;Italien;0.027077249800902575;Letzi;665
2013;Letzi;Portugal;0.06397663923546588;Letzi;358
2013;Letzi;Schweiz;0.6875497743562516;Letzi;64
2013;Letzi;Serbien;0.02017520573400584;Letzi;843
2013;Limmattal;Andere;0.20804710500490678;Limmattal;138
2013;Limmattal;Italien;0.030749100425253518;Limmattal;596
2013;Limmattal;Nordmazedonien;0.02387962054301603;Limmattal;733
2013;Limmattal;Portugal;0.08439646712463199;Limmattal;310
2013;Limmattal;Schweiz;0.6529277069021917;Limmattal;81
2013;Schwamendingen;Andere;0.18076178179470626;Schwamendingen;161
2013;Schwamendingen;Italien;0.03131052291801162;Schwamendingen;588
2013;Schwamendingen;Kosovo;0.026791478373143964;Schwamendingen;676
2013;Schwamendingen;Portugal;0.05939315687540349;Schwamendingen;383
2013;Schwamendingen;Schweiz;0.6465461588121368;Schwamendingen;83
2013;Schwamendingen;Serbien;0.0329244673983215;Schwamendingen;564
2013;Schwamendingen;Türkei;0.022272433828276306;Schwamendingen;775
2013;Uto;Andere;0.18425381903642774;Uto;155
2013;Uto;Deutschland;0.03783783783783784;Uto;511
2013;Uto;Schweiz;0.7779083431257344;Uto;30
2013;Waidberg;Andere;0.1329479768786127;Waidberg;220
2013;Waidberg;Deutschland;0.05602489995553579;Waidberg;392
2013;Waidberg;Schweiz;0.8110271231658515;Waidberg;17
2013;Zürichberg;Andere;0.10549872122762148;Zürichberg;277
2013;Zürichberg;Deutschland;0.06809462915601024;Zürichberg;345
2013;Zürichberg;Schweiz;0.8264066496163683;Zürichberg;3
2014;Glattal;Andere;0.1990316444751859;Glattal;145
2014;Glattal;Deutschland;0.039598824139719865;Glattal;490
2014;Glattal;Italien;0.028013141967836764;Glattal;642
2014;Glattal;Portugal;0.035448729033373684;Glattal;535
2014;Glattal;Schweiz;0.6773301054815839;Glattal;67
2014;Glattal;Serbien;0.020577554902299844;Glattal;835
2014;Letzi;Andere;0.17539334537013154;Letzi;166
2014;Letzi;Deutschland;0.026051070415269537;Letzi;689
2014;Letzi;Italien;0.03224142378127418;Letzi;568
2014;Letzi;Portugal;0.06448284756254836;Letzi;354
2014;Letzi;Schweiz;0.7018313128707764;Letzi;53
2014;Limmattal;Andere;0.20679886685552407;Limmattal;139
2014;Limmattal;Italien;0.027384324834749764;Limmattal;659
2014;Limmattal;Nordmazedonien;0.021089077746301543;Limmattal;826
2014;Limmattal;Portugal;0.07900535096002519;Limmattal;322
2014;Limmattal;Schweiz;0.6657223796033994;Limmattal;73
2014;Schwamendingen;Andere;0.1580327868852459;Schwamendingen;186
2014;Schwamendingen;Deutschland;0.021311475409836064;Schwamendingen;814
2014;Schwamendingen;Italien;0.02819672131147541;Schwamendingen;636
2014;Schwamendingen;Kosovo;0.027868852459016394;Schwamendingen;649
2014;Schwamendingen;Portugal;0.0580327868852459;Schwamendingen;390
2014;Schwamendingen;Schweiz;0.6540983606557377;Schwamendingen;80
2014;Schwamendingen;Serbien;0.029508196721311476;Schwamendingen;619
2014;Schwamendingen;Türkei;0.022950819672131147;Schwamendingen;758
2014;Uto;Andere;0.1795221843003413;Uto;162
2014;Uto;Deutschland;0.04391353811149033;Uto;456
2014;Uto;Schweiz;0.7765642775881684;Uto;32
2014;Waidberg;Andere;0.12400772366444969;Waidberg;239
2014;Waidberg;Deutschland;0.0547092898519631;Waidberg;407
2014;Waidberg;Schweiz;0.8212829864835872;Waidberg;7
2014;Zürichberg;Andere;0.11825662907650107;Zürichberg;250
2014;Zürichberg;Deutschland;0.07497714111551357;Zürichberg;329
2014;Zürichberg;Schweiz;0.8067662298079854;Zürichberg;21
2015;Glattal;Andere;0.20832639467110742;Glattal;137
2015;Glattal;Deutschland;0.04013322231473772;Glattal;486
2015;Glattal;Italien;0.029142381348875937;Glattal;624
2015;Glattal;Portugal;0.03463780183180683;Glattal;545
2015;Glattal;Schweiz;0.6877601998334721;Glattal;63
2015;Letzi;Andere;0.16513533647876832;Letzi;178
2015;Letzi;Deutschland;0.0265706481251552;Letzi;680
2015;Letzi;Italien;0.030543829153215792;Letzi;602
2015;Letzi;Portugal;0.058852743978147506;Letzi;387
2015;Letzi;Schweiz;0.7188974422647132;Letzi;48
2015;Limmattal;Andere;0.1588310038119441;Limmattal;185
2015;Limmattal;Deutschland;0.025412960609911054;Limmattal;707
2015;Limmattal;Italien;0.027001270648030495;Limmattal;667
2015;Limmattal;Nordmazedonien;0.021601016518424398;Limmattal;806
2015;Limmattal;Portugal;0.06925031766200762;Limmattal;341
2015;Limmattal;Schweiz;0.6979034307496823;Limmattal;55
2015;Schwamendingen;Andere;0.17003676470588236;Schwamendingen;173
2015;Schwamendingen;Deutschland;0.021752450980392156;Schwamendingen;799
2015;Schwamendingen;Italien;0.02696078431372549;Schwamendingen;668
2015;Schwamendingen;Kosovo;0.023590686274509803;Schwamendingen;742
2015;Schwamendingen;Portugal;0.05545343137254902;Schwamendingen;395
2015;Schwamendingen;Schweiz;0.6559436274509803;Schwamendingen;78
2015;Schwamendingen;Serbien;0.026041666666666668;Schwamendingen;690
2015;Schwamendingen;Türkei;0.02022058823529412;Schwamendingen;841
2015;Uto;Andere;0.17501097935880544;Uto;168
2015;Uto;Deutschland;0.04589371980676329;Uto;441
2015;Uto;Schweiz;0.7790953008344312;Uto;29
2015;Waidberg;Andere;0.1259320629660315;Waidberg;233
2015;Waidberg;Deutschland;0.054266777133388566;Waidberg;408
2015;Waidberg;Schweiz;0.81980115990058;Waidberg;8
2015;Zürichberg;Andere;0.12749478701221328;Zürichberg;231
2015;Zürichberg;Deutschland;0.07715221924337205;Zürichberg;325
2015;Zürichberg;Schweiz;0.7953529937444147;Zürichberg;23
2016;Glattal;Andere;0.2042908976179208;Glattal;140
2016;Glattal;Deutschland;0.041173686701372454;Glattal;477
2016;Glattal;Italien;0.026502602934216753;Glattal;682
2016;Glattal;Portugal;0.03360151443445338;Glattal;556
2016;Glattal;Schweiz;0.6944312983120366;Glattal;58
2016;Letzi;Andere;0.1681839961667465;Letzi;174
2016;Letzi;Deutschland;0.02827024436990896;Letzi;635
2016;Letzi;Italien;0.029468136080498322;Letzi;620
2016;Letzi;Portugal;0.052946813608049835;Letzi;415
2016;Letzi;Schweiz;0.7211308097747964;Letzi;47
2016;Limmattal;Andere;0.16655716162943496;Limmattal;177
2016;Limmattal;Deutschland;0.024967148488830485;Limmattal;713
2016;Limmattal;Italien;0.024638633377135347;Limmattal;720
2016;Limmattal;Nordmazedonien;0.021353482260183968;Limmattal;812
2016;Limmattal;Portugal;0.06011826544021025;Limmattal;379
2016;Limmattal;Schweiz;0.702365308804205;Limmattal;52
2016;Schwamendingen;Andere;0.19703703703703704;Schwamendingen;147
2016;Schwamendingen;Deutschland;0.024888888888888887;Schwamendingen;715
2016;Schwamendingen;Italien;0.025185185185185185;Schwamendingen;712
2016;Schwamendingen;Kosovo;0.021037037037037038;Schwamendingen;827
2016;Schwamendingen;Portugal;0.05274074074074074;Schwamendingen;417
2016;Schwamendingen;Schweiz;0.6574814814814814;Schwamendingen;77
2016;Schwamendingen;Serbien;0.02162962962962963;Schwamendingen;805
2016;Uto;Andere;0.17509402423735895;Uto;167
2016;Uto;Deutschland;0.047847889678228166;Uto;435
2016;Uto;Schweiz;0.7770580860844128;Uto;31
2016;Waidberg;Andere;0.12757367783609205;Waidberg;230
2016;Waidberg;Deutschland;0.05551069842551474;Waidberg;394
2016;Waidberg;Schweiz;0.8169156237383932;Waidberg;11
2016;Zürichberg;Andere;0.13648796498905907;Zürichberg;211
2016;Zürichberg;Deutschland;0.0787746170678337;Zürichberg;324
2016;Zürichberg;Schweiz;0.7847374179431073;Zürichberg;27
2017;Glattal;Andere;0.20846905537459284;Glattal;136
2017;Glattal;Deutschland;0.0421901659686676;Glattal;471
2017;Glattal;Italien;0.02854040639056926;Glattal;630
2017;Glattal;Portugal;0.030867069955017836;Glattal;591
2017;Glattal;Schweiz;0.6899333023111525;Glattal;62
2017;Letzi;Andere;0.1643492135855938;Letzi;180
2017;Letzi;Deutschland;0.03487576931844085;Letzi;542
2017;Letzi;Italien;0.025985867335308867;Letzi;691
2017;Letzi;Portugal;0.05083200364713927;Letzi;424
2017;Letzi;Schweiz;0.7239571461135172;Letzi;45
2017;Limmattal;Andere;0.17160534028003907;Limmattal;172
2017;Limmattal;Deutschland;0.02637577336372517;Limmattal;683
2017;Limmattal;Italien;0.025724519700423314;Limmattal;698
2017;Limmattal;Portugal;0.06252035167697818;Limmattal;364
2017;Limmattal;Schweiz;0.7137740149788343;Limmattal;49
2017;Schwamendingen;Andere;0.19819277108433736;Schwamendingen;146
2017;Schwamendingen;Deutschland;0.028012048192771085;Schwamendingen;643
2017;Schwamendingen;Eritrea;0.022289156626506025;Schwamendingen;772
2017;Schwamendingen;Italien;0.024096385542168676;Schwamendingen;730
2017;Schwamendingen;Portugal;0.051807228915662654;Schwamendingen;422
2017;Schwamendingen;Schweiz;0.655421686746988;Schwamendingen;79
2017;Schwamendingen;Serbien;0.020180722891566263;Schwamendingen;842
2017;Uto;Andere;0.18192534381139489;Uto;159
2017;Uto;Deutschland;0.04538310412573674;Uto;447
2017;Uto;Schweiz;0.7726915520628683;Uto;37
2017;Waidberg;Andere;0.12288547540346102;Waidberg;241
2017;Waidberg;Deutschland;0.057942834921252184;Waidberg;391
2017;Waidberg;Schweiz;0.8191716896752868;Waidberg;9
2017;Zürichberg;Andere;0.13141025641025642;Zürichberg;221
2017;Zürichberg;Deutschland;0.07585470085470085;Zürichberg;327
2017;Zürichberg;Schweiz;0.7927350427350427;Zürichberg;24
2018;Glattal;Andere;0.20929882636172134;Glattal;135
2018;Glattal;Deutschland;0.04438760156485104;Glattal;452
2018;Glattal;Italien;0.025428829371050257;Glattal;706
2018;Glattal;Portugal;0.028438158290701173;Glattal;633
2018;Glattal;Schweiz;0.6924465844116762;Glattal;59
2018;Letzi;Andere;0.15183599909889614;Letzi;191
2018;Letzi;Deutschland;0.03717053390403244;Letzi;518
2018;Letzi;Italien;0.02613201171435008;Letzi;688
2018;Letzi;Portugal;0.0482090560937148;Letzi;432
2018;Letzi;Schweiz;0.7366523991890065;Letzi;42
2018;Limmattal;Andere;0.16661437088170694;Limmattal;176
2018;Limmattal;Deutschland;0.03200502039535613;Limmattal;571
2018;Limmattal;Italien;0.024160652651396296;Limmattal;729
2018;Limmattal;Portugal;0.05491057420771886;Limmattal;401
2018;Limmattal;Schweiz;0.7223093818638218;Limmattal;46
2018;Schwamendingen;Andere;0.20309760374050262;Schwamendingen;142
2018;Schwamendingen;Deutschland;0.030683810637054353;Schwamendingen;597
2018;Schwamendingen;Eritrea;0.02951490356516657;Schwamendingen;618
2018;Schwamendingen;Italien;0.023378141437755698;Schwamendingen;745
2018;Schwamendingen;Portugal;0.0505552308591467;Schwamendingen;426
2018;Schwamendingen;Schweiz;0.6627703097603741;Schwamendingen;76
2018;Uto;Andere;0.18308550185873607;Uto;158
2018;Uto;Deutschland;0.04386617100371747;Uto;457
2018;Uto;Schweiz;0.7730483271375465;Uto;36
2018;Waidberg;Andere;0.12520899126880922;Waidberg;235
2018;Waidberg;Deutschland;0.05833178524986067;Waidberg;389
2018;Waidberg;Schweiz;0.8164592234813302;Waidberg;12
2018;Zürichberg;Andere;0.1288752241865232;Zürichberg;225
2018;Zürichberg;Deutschland;0.07635152446835768;Zürichberg;326
2018;Zürichberg;Italien;0.02126569305662311;Zürichberg;820
2018;Zürichberg;Schweiz;0.773507558288496;Zürichberg;34
